,text,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,entropy,perplexity,per_word_perplexity,first_order_coherence,second_order_coherence,pos_prop_ADJ,pos_prop_ADP,pos_prop_ADV,pos_prop_AUX,pos_prop_CCONJ,pos_prop_DET,pos_prop_INTJ,pos_prop_NOUN,pos_prop_NUM,pos_prop_PART,pos_prop_PRON,pos_prop_PROPN,pos_prop_PUNCT,pos_prop_SCONJ,pos_prop_SYM,pos_prop_VERB,pos_prop_X,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences
0,"Mark told Pete many lies about himself, which Pete included in his book. He should have been more skeptical.",94.78197368421053,2.399210526315791,,5.905263157894737,4.886842105263156,8.008421052631576,25.289473684210527,1.5,0.5476652473541681,1.7292110211653808,0.07860050096206277,0.09579137712717056,,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.13636363636363635,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.13636363636363635,0.13636363636363635,0.0,0.0,0.09090909090909091,0.0,1.9571428571428573,0.242857142857143,0.44285714285714284,0.15714285714285714,True,11.0,0.8636363636363636,4.090909090909091,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.578947368421052,4.0,1.7566651861345934,9.5,9.5,3.5,1.2105263157894737,1.0,0.5210260492953508,19,18,0.9473684210526315,90,2
0,"The mothers of Arthur and Celeste have come to the town to fetch them. They are very happy to have them back, but they scold them just the same because they ran away.",97.79659090909092,3.7177272727272737,,6.6000000000000005,5.517272727272726,5.74787878787879,25.590909090909093,1.5,1.2472887933694163,3.4808927330368875,0.09669146480658021,0.23844383656978607,,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.0,0.05555555555555555,0.0,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.08333333333333333,0.027777777777777776,0.0,0.1388888888888889,0.0,2.557142857142857,0.4904761904761903,0.5142857142857142,0.08571428571428572,True,23.0,0.9166666666666666,3.7222222222222223,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.9696969696969697,4.0,1.3139080841623514,16.5,16.5,2.5,1.0909090909090908,1.0,0.28747978728803447,33,24,0.7272727272727273,134,2
0,"Mark was close to Mr. Singer 's heels. He heard him calling for the captain, promising him, in the jargon everyone talked that night, that not one thing should be damaged on the ship except only the ammunition, but the captain and all his crew had best stay in the cabin until the work was over",74.3261363636364,9.724090909090908,,11.727272727272727,12.187636363636365,7.926545454545451,40.22727272727273,3.5,2.012816230687785,7.484365394832778,0.12269451466938981,0.17345944046974182,,0.03278688524590164,0.08196721311475409,0.03278688524590164,0.08196721311475409,0.03278688524590164,0.14754098360655737,0.0,0.16393442622950818,0.01639344262295082,0.03278688524590164,0.08196721311475409,0.06557377049180328,0.08196721311475409,0.04918032786885246,0.0,0.09836065573770492,0.0,2.5096153846153846,0.5096153846153846,0.49893162393162394,0.056623931623931645,True,34.0,0.9180327868852459,3.918032786885246,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.218181818181818,4.0,1.815998689335821,27.5,27.5,20.5,1.2363636363636363,1.0,0.4656817627223889,55,44,0.8,239,2
0,"The pony behaved well, sir, and showed no vice; but at last he just threw up his heels and tipped the young gentleman into the thorn hedge. He wanted me to help him out, but I hope you will excuse me, sir, I did not feel inclined to do so.",86.708,7.376000000000001,,10.8,8.214400000000001,4.4191999999999965,31.0,1.5,1.9148069077892884,6.785628418499048,0.11699359342239737,0.1803703010082245,,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.0,0.13793103448275862,0.0,0.05172413793103448,0.15517241379310345,0.0,0.13793103448275862,0.0,0.0,0.1724137931034483,0.0,3.4778972520908003,0.07048984468339303,0.34647550776583036,0.023894862604540018,True,31.0,0.8620689655172413,3.2758620689655173,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.64,3.0,1.682379267585047,25.0,25.0,2.0,1.12,1.0,0.3815756805667783,50,41,0.82,190,2
0,I poured water from the bottle into the cup until it was full.,89.51692307692309,4.003076923076925,,5.2,2.823076923076922,4.086153846153845,13.0,0.0,0.5464501725415799,1.727111176400507,0.12336508402860764,,,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,0.0,0.14285714285714285,0.0,0.21428571428571427,0.0,0.0,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,2.9285714285714284,0.0,0.42857142857142855,0.0,True,9.0,0.9285714285714286,3.5714285714285716,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.769230769230769,4.0,1.4225570776082253,13.0,13.0,0.0,1.2307692307692308,1.0,0.4213250442347432,13,12,0.9230769230769231,50,1
0,Dan had to stop Bill from toying with the injured bird. He is very compassionate.,86.42250000000001,3.068333333333335,,5.666666666666668,2.7300000000000004,5.733333333333331,20.833333333333336,1.0,0.5899995990700007,1.8039876921249278,0.10611692306617222,0.20109926164150238,,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.0,0.0,0.23529411764705882,0.0,1.7416666666666667,0.3416666666666668,0.45,0.04999999999999999,True,8.0,0.8823529411764706,3.9411764705882355,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.333333333333333,4.0,2.6749870196985173,7.5,7.5,3.5,1.3333333333333333,1.0,0.7888106377466155,15,15,1.0,67,2
0,Sam Goodman 's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood.,63.86500000000004,9.32,,12.0,13.062000000000005,13.296,60.0,8.0,0.6586996360601612,1.9322780353255207,0.08783081978752366,,,0.09090909090909091,0.13636363636363635,0.0,0.0,0.0,0.13636363636363635,0.0,0.22727272727272727,0.0,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.0,0.0,0.09090909090909091,0.0,2.1818181818181817,0.0,0.5,0.0,True,9.0,0.9545454545454546,4.863636363636363,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.2,5.0,3.0757112998459397,20.0,20.0,0.0,1.45,1.0,0.6689544080129827,20,18,0.9,107,1
0,"Pam's parents came home and found her having sex with her boyfriend, Paul. They were furious about it.",94.30000000000001,2.342222222222226,,3.6,4.003333333333334,7.044444444444444,25.666666666666664,1.5,0.6413824543016267,1.8991044905479741,0.08632293138854429,0.4171622693538666,,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.0,0.13636363636363635,0.0,0.045454545454545456,0.18181818181818182,0.09090909090909091,0.13636363636363635,0.0,0.0,0.13636363636363635,0.0,2.1041666666666665,0.7708333333333334,0.5208333333333333,0.14583333333333331,True,9.0,0.8636363636363636,3.8636363636363638,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.444444444444445,4.0,1.7391639824998364,9.0,9.0,4.0,1.2222222222222223,1.0,0.41573970964154905,18,17,0.9444444444444444,85,2
0,"Bob paid for Charlie 's college education, but now Charlie acts as though it never happened. He is very hurt.",94.78197368421053,2.399210526315791,,5.905263157894737,4.3910526315789475,7.389473684210529,35.815789473684205,2.5,0.6608214560280894,1.9363823341962754,0.08419053626940327,0.2502763569355011,,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.0,0.0,0.08695652173913043,0.0,0.043478260869565216,0.08695652173913043,0.13043478260869565,0.13043478260869565,0.08695652173913043,0.0,0.13043478260869565,0.0,2.311111111111111,0.9111111111111112,0.3666666666666667,0.033333333333333354,True,11.0,0.8695652173913043,3.9130434782608696,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.473684210526316,4.0,2.161101596594506,9.5,9.5,5.5,1.2105263157894737,1.0,0.5210260492953508,19,18,0.9473684210526315,90,2
0,Billy cried because Toby wouldn't share his toy.,103.54,0.8049999999999997,,3.2,4.353750000000002,7.695,20.5,1.0,0.21977597584563788,1.2457976105675213,0.12457976105675213,,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.2,0.1,0.1,0.0,0.2,0.0,2.7,0.0,0.3,0.0,True,4.0,0.9,4.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.625,5.0,1.2183492931011204,8.0,8.0,0.0,1.125,1.0,0.33071891388307384,8,8,1.0,41,1
