,text,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,entropy,perplexity,per_word_perplexity,first_order_coherence,second_order_coherence,pos_prop_ADJ,pos_prop_ADP,pos_prop_ADV,pos_prop_AUX,pos_prop_CCONJ,pos_prop_DET,pos_prop_INTJ,pos_prop_NOUN,pos_prop_NUM,pos_prop_PART,pos_prop_PRON,pos_prop_PROPN,pos_prop_PUNCT,pos_prop_SCONJ,pos_prop_SYM,pos_prop_VERB,pos_prop_X,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences
0,A person on a horse jumps over a broken down airplane.,95.68818181818183,2.645454545454548,,4.4,2.4818181818181806,4.494545454545452,20.090909090909093,1.0,0.34699650745527627,1.4148117840683683,0.11790098200569736,,,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,2.1666666666666665,0.0,0.4166666666666667,0.0,True,6.0,0.9166666666666666,3.6666666666666665,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.909090909090909,4.0,2.2745447278539643,11.0,11.0,0.0,1.1818181818181819,1.0,0.385694607919935,11,9,0.8181818181818182,44,1
0,Children smiling and waving at camera,59.745000000000005,6.416666666666668,,2.4000000000000004,6.689999999999998,10.626666666666662,39.33333333333333,2.0,0.08617174587406165,1.089993514119277,0.18166558568654614,,,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.0,False,2.0,1.0,5.333333333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.333333333333333,6.0,2.1343747458109497,6.0,6.0,0.0,1.6666666666666667,2.0,0.4714045207910317,6,6,1.0,32,1
0,A boy is jumping on skateboard in the middle of a red bridge.,96.02461538461542,3.0953846153846136,,5.2,2.4607692307692304,3.6338461538461537,28.384615384615387,2.0,0.516851104282563,1.6767394503998156,0.11976710359998684,,,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.0,0.21428571428571427,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,2.0714285714285716,0.0,0.5,0.0,True,7.0,0.9285714285714286,3.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.6923076923076925,3.0,2.6131211925327738,13.0,13.0,0.0,1.1538461538461537,1.0,0.36080121229410994,13,12,0.9230769230769231,49,1
0,An older man sits with his orange juice at a small table in a coffee shop while employees in bright colored shirts smile in the background.,79.57576923076925,8.619230769230771,,11.938461538461539,12.040384615384617,8.616923076923076,37.53846153846154,3.0,0.6071921277897451,1.8352709509316498,0.06797299818265369,,,0.14814814814814814,0.18518518518518517,0.0,0.0,0.0,0.14814814814814814,0.0,0.3333333333333333,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.0,0.07407407407407407,0.0,3.4074074074074074,0.0,0.4444444444444444,0.0,True,11.0,0.9629629629629629,4.222222222222222,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.346153846153846,4.5,2.2350754193488673,26.0,26.0,0.0,1.1923076923076923,1.0,0.48192169562083337,26,23,0.8846153846153846,114,1
0,Two blond women are hugging one another.,66.7871428571429,5.682857142857145,,8.514285714285714,4.274285714285714,7.69142857142857,35.57142857142857,2.0,0.1903794033504276,1.2097084780509808,0.1512135597563726,,,0.125,0.0,0.0,0.125,0.0,0.125,0.0,0.125,0.25,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,1.375,0.0,0.5,0.0,False,4.0,0.875,4.25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.714285714285714,5.0,1.6659862556700857,7.0,7.0,0.0,1.5714285714285714,1.0,0.7284313590846836,7,7,1.0,34,1
0,"A few people in a restaurant setting, one of them is drinking orange juice.",77.81071428571428,5.884285714285717,,8.457142857142857,5.755714285714284,7.285714285714285,35.42857142857143,3.0,0.5376518971323274,1.7119822285269137,0.10699888928293211,,,0.0625,0.125,0.0,0.0625,0.0,0.125,0.0,0.25,0.0625,0.0,0.0625,0.0625,0.125,0.0,0.0,0.0625,0.0,2.3125,0.0,0.5,0.0,True,8.0,0.875,3.875,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.285714285714286,3.5,2.6840420325794194,14.0,14.0,0.0,1.3571428571428572,1.0,0.6102859818083951,14,13,0.9285714285714286,62,1
0,An older man is drinking orange juice at a restaurant.,78.24500000000002,4.830000000000002,,8.0,4.2940000000000005,7.112000000000002,30.0,2.0,0.29574370673133393,1.3441256223337565,0.12219323839397787,,,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.18181818181818182,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,1.9090909090909092,0.0,0.36363636363636365,0.0,True,4.0,0.9090909090909091,4.090909090909091,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.4,4.0,2.8000000000000003,10.0,10.0,0.0,1.4,1.0,0.66332495807108,10,10,1.0,45,1
0,"A man with blond-hair, and a brown shirt drinking out of a public water fountain.",84.845,5.400000000000002,,6.4,5.41,5.869999999999997,28.5,2.0,0.6117788932633361,1.8437082435129506,0.09703727597436582,,,0.10526315789473684,0.15789473684210525,0.0,0.0,0.05263157894736842,0.15789473684210525,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.05263157894736842,0.0,3.1578947368421053,0.0,0.47368421052631576,0.0,True,7.0,0.8421052631578947,3.526315789473684,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,2.1505813167606567,16.0,16.0,0.0,1.25,1.0,0.4330127018922193,16,14,0.875,67,1
0,Two women who just had lunch hugging and saying goodbye.,78.24500000000002,4.830000000000002,,4.0,5.235999999999997,8.287999999999993,30.0,2.0,0.25589894280319786,1.2916221936258838,0.11742019942053489,,,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.36363636363636365,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,2.4545454545454546,0.0,0.36363636363636365,0.0,True,5.0,0.9090909090909091,4.2727272727272725,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.6,4.5,1.5620499351813308,10.0,10.0,0.0,1.4,1.0,0.48989794855663565,10,10,1.0,47,1
0,"Two women, holding food carryout containers, hug.",54.70142857142861,7.368571428571428,,8.514285714285714,8.984285714285715,13.571428571428573,49.857142857142854,3.0,0.3656665674533426,1.4414745279932024,0.14414745279932023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.1,0.3,0.0,0.0,0.1,0.0,2.0,0.0,0.5,0.0,False,1.0,0.7,4.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.714285714285714,5.0,2.4907993963089563,7.0,7.0,0.0,1.7142857142857142,2.0,0.6998542122237652,7,7,1.0,43,1
0,A Little League team tries to catch a runner sliding into a base in an afternoon game.,80.09764705882354,6.310588235294119,,9.15294117647059,6.187058823529412,6.324705882352937,28.764705882352942,2.0,0.4622620952949773,1.587661367273379,0.0882034092929655,,,0.0,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.0,0.2777777777777778,0.0,0.05555555555555555,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,0.16666666666666666,0.0,2.388888888888889,0.0,0.5,0.0,True,7.0,0.9444444444444444,3.888888888888889,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0588235294117645,4.0,2.2614567984401277,17.0,17.0,0.0,1.2941176470588236,1.0,0.5703152773430975,17,15,0.8823529411764706,70,1
0,The school is having a special event in order to show the american culture on how other cultures are dealt with in parties.,69.46391304347827,9.284347826086957,,10.93913043478261,10.548260869565215,8.478260869565212,44.73913043478261,5.0,0.6782710492386885,1.9704679433505103,0.08210283097293793,,,0.125,0.16666666666666666,0.0,0.08333333333333333,0.0,0.125,0.0,0.25,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.125,0.0,2.7083333333333335,0.0,0.4166666666666667,0.0,True,13.0,0.9583333333333334,4.208333333333333,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.3478260869565215,4.0,2.0977979272721425,23.0,23.0,0.0,1.3478260869565217,1.0,0.5601782055097881,23,21,0.9130434782608695,101,1
0,High fashion ladies wait outside a tram beside a crowd of people in the city.,90.09000000000002,4.420000000000002,,6.0,5.538000000000004,6.530666666666669,28.333333333333336,2.0,0.5245974866787018,1.689778553096654,0.10561115956854088,,,0.0625,0.25,0.0,0.0,0.0,0.1875,0.0,0.375,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,2.1875,0.0,0.5,0.0,True,6.0,0.9375,3.9375,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.133333333333334,4.0,1.9618585292749546,15.0,15.0,0.0,1.2,1.0,0.4000000000000001,15,14,0.9333333333333333,63,1
0,"A man, woman, and child enjoying themselves on a beach.",78.24500000000002,4.830000000000002,,8.0,3.8230000000000004,6.523999999999997,30.0,2.0,0.5470183384701526,1.7280927409451552,0.13293021084193501,,,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.3076923076923077,0.0,0.0,0.07692307692307693,0.0,0.23076923076923078,0.0,0.0,0.07692307692307693,0.0,2.076923076923077,0.0,0.38461538461538464,0.0,True,5.0,0.7692307692307693,3.5384615384615383,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.3,4.0,2.794637722496424,10.0,10.0,0.0,1.4,1.0,0.66332495807108,10,9,0.9,46,1
0,People waiting to get on a train or just getting off.,95.68818181818183,2.645454545454548,,4.4,2.0536363636363646,3.9599999999999973,29.181818181818183,2.0,0.3983374752469281,1.4893465627053286,0.12411221355877738,,,0.0,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.25,0.0,2.5,0.0,0.5,0.0,True,7.0,0.9166666666666666,3.5833333333333335,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.8181818181818183,3.0,2.0368505911280073,11.0,11.0,0.0,1.1818181818181819,1.0,0.38569460791993504,11,11,1.0,43,1
0,A couple playing with a little boy on the beach.,103.625,1.2900000000000027,,4.0,1.468,3.583999999999996,20.0,1.0,0.39403055286706645,1.4829458562302238,0.13481325965729307,,,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.2727272727272727,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,2.3636363636363638,0.0,0.45454545454545453,0.0,True,5.0,0.9090909090909091,3.5454545454545454,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.8,3.5,2.0396078054371136,10.0,10.0,0.0,1.1,1.0,0.3,10,9,0.9,39,1
0,A couple play in the tide with their young son.,112.08500000000001,0.11000000000000121,,4.0,0.9969999999999999,2.9959999999999987,10.0,0.0,0.34169504135405615,1.4073310542940014,0.12793918675400012,,,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.18181818181818182,0.0,0.36363636363636365,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,2.1818181818181817,0.0,0.45454545454545453,0.0,True,5.0,0.9090909090909091,3.4545454545454546,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.7,4.0,1.4177446878757827,10.0,10.0,0.0,1.0,1.0,0.0,10,10,1.0,38,1
0,A man and a woman cross the street in front of a pizza and gyro restaurant.,90.13250000000001,4.662500000000001,,8.9,3.9381249999999994,4.032499999999999,22.25,1.0,0.6524817940279871,1.9203007108837788,0.11295886534610464,,,0.0,0.11764705882352941,0.0,0.0,0.11764705882352941,0.23529411764705882,0.0,0.4117647058823529,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,2.588235294117647,0.0,0.4117647058823529,0.0,True,9.0,0.9411764705882353,3.5294117647058822,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.6875,3.0,2.2560682059725057,16.0,16.0,0.0,1.1875,1.0,0.5266343608235224,16,13,0.8125,60,1
0,A woman in a green jacket and hood over her head looking towards a valley.,78.81000000000003,5.993333333333336,,6.0,4.596,5.354666666666663,28.333333333333336,2.0,0.43600691408745457,1.5465194874833987,0.09665746796771242,,,0.0625,0.1875,0.0,0.0,0.0625,0.1875,0.0,0.3125,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0625,0.0,2.5625,0.0,0.4375,0.0,True,8.0,0.9375,3.75,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.933333333333333,4.0,2.0154955277107964,15.0,15.0,0.0,1.3333333333333333,1.0,0.47140452079103173,15,13,0.8666666666666667,60,1
0,Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,80.67772727272727,7.471818181818183,,8.8,9.908636363636365,8.245454545454546,40.18181818181819,4.0,0.7844176679712186,2.1911306036135647,0.09129710848389853,,,0.041666666666666664,0.25,0.041666666666666664,0.0,0.08333333333333333,0.125,0.0,0.20833333333333334,0.0,0.041666666666666664,0.0,0.125,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,2.75,0.0,0.5,0.0,True,12.0,0.9583333333333334,4.083333333333333,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.318181818181818,4.0,2.4933796639822687,22.0,22.0,0.0,1.2272727272727273,1.0,0.4190702026042222,22,18,0.8181818181818182,98,1
0,Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,80.67772727272727,7.471818181818183,,8.8,9.908636363636365,8.245454545454546,40.18181818181819,4.0,0.7844176679712186,2.1911306036135647,0.09129710848389853,,,0.041666666666666664,0.25,0.041666666666666664,0.0,0.08333333333333333,0.125,0.0,0.20833333333333334,0.0,0.041666666666666664,0.0,0.125,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,2.75,0.0,0.5,0.0,True,12.0,0.9583333333333334,4.083333333333333,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.318181818181818,4.0,2.4933796639822687,22.0,22.0,0.0,1.2272727272727273,1.0,0.4190702026042222,22,18,0.8181818181818182,98,1
